Name,Description,URL,Language,Updated
Tetris-Game,"This game, was created for exercise and pratice javaScript skills",https://api.github.com/repos/ViniciusDeep/Tetris-Game,JavaScript,2019-09-30T02:35:11Z
WindowTetris,Tetris where each block is an individual desktop window.  This is very old code -- from 2006,https://api.github.com/repos/Vexal/WindowTetris,Java,2018-12-11T17:37:08Z
Blockinger,Tetris® clone for Android,https://api.github.com/repos/tasioleiva/Blockinger,Java,2019-09-18T04:42:19Z
solution-finder,"Tetris: Find perfect clears, combos, T-spins ",https://api.github.com/repos/knewjade/solution-finder,Java,2019-10-26T09:19:52Z
Masonry-JavaScript-Tetris-Clone,A simple Tetris clone created using HTML5/JavaScript/Phaser,https://api.github.com/repos/gamedolphin/Masonry-JavaScript-Tetris-Clone,JavaScript,2019-06-15T18:46:15Z
mips-tetris,Tetris implemented in MIPS assembly,https://api.github.com/repos/johngunderman/mips-tetris,Assembly,2018-12-04T23:05:13Z
nand2tetris,,https://api.github.com/repos/seebees/nand2tetris,Assembly,2019-10-02T05:27:14Z
Tetris,俄罗斯方块,https://api.github.com/repos/WenQiangW/Tetris,C,2019-07-20T02:45:38Z
tetrjs_battle,A JavaScript Version of Tetris,https://api.github.com/repos/johndavid9991/tetrjs_battle,,2016-07-08T02:34:42Z
tetris-game,Tetris Game with Sound in Java,https://api.github.com/repos/stalk-calvin/tetris-game,Java,2019-10-17T02:20:34Z
tetris-redux,:trophy: A React / Redux implementation of the Tetris game.,https://api.github.com/repos/cyan33/tetris-redux,JavaScript,2019-09-09T14:28:32Z
Games-Tetris,俄罗斯方块游戏（SDL2 + C++开发）,https://api.github.com/repos/SmallHedgehog/Games-Tetris,C++,2019-10-26T18:37:09Z
tprogersTetris,"Простой клон игры Тетрис, подготовленный для обучающей статьи ",https://api.github.com/repos/DoKel/tprogersTetris,Java,2019-10-08T17:13:25Z
tetrisdemo,,https://api.github.com/repos/nafisn/tetrisdemo,,2019-03-29T17:47:18Z
gdx-tetris,Simple Tetris for libGDX as an exercise,https://api.github.com/repos/jmillikan/gdx-tetris,Java,2016-08-25T21:10:30Z
love2d,Love 2d based  Tetris game,https://api.github.com/repos/blganesh101/love2d,,2019-07-31T00:22:47Z
nand2tetris,计算机系统要素-从零开始构建现代计算机 项目,https://api.github.com/repos/ytzys/nand2tetris,Assembly,2019-09-10T03:48:30Z
kttetris,A minimal tetris clone in pygame,https://api.github.com/repos/ktt3ja/kttetris,Python,2018-04-26T12:55:32Z
SKRBatchUpdates,Mostly here to show off Collection View Tetris,https://api.github.com/repos/skagedal/SKRBatchUpdates,Swift,2019-03-07T11:34:17Z
tetrinria,A simple tetris implementation for training purpose,https://api.github.com/repos/sed-pro-inria/tetrinria,C,2019-07-28T07:42:05Z
triscalino,Tetris game for Arduino on an LCD display,https://api.github.com/repos/dzimboum/triscalino,Arduino,2019-04-20T22:56:33Z
21st-century-tetris,:video_game: Tetris clone for Linux written in C++ with SDL 2.0.,https://api.github.com/repos/chaficnajjar/21st-century-tetris,HTML,2019-08-30T17:00:11Z
multiplayer-tetris,"Multiplayer Javascript Tetris (node.js, easeljs, angular.js, socket.io, foundation.css)",https://api.github.com/repos/zhongdeliu/multiplayer-tetris,JavaScript,2019-03-16T11:47:50Z
nand2tetris,,https://api.github.com/repos/SeaRbSg/nand2tetris,Assembly,2019-08-13T15:33:34Z
jsTetris,source code of http://avdg.github.com/minigame.html,https://api.github.com/repos/avdg/jsTetris,CoffeeScript,2014-06-10T18:13:19Z
TetrisTime,,https://api.github.com/repos/VFLashM/TetrisTime,C,2017-01-25T03:16:51Z
word-tetris,play here,https://api.github.com/repos/AbhishekCode/word-tetris,JavaScript,2019-07-15T10:54:07Z
TetrisPL,Tetris in MVC SDL Modern Perl Style,https://api.github.com/repos/kthakore/TetrisPL,Perl,2015-01-12T06:39:16Z
tetris,,https://api.github.com/repos/gutolpn/tetris,C,2019-10-16T14:31:53Z
FutureBlocks,Tetris clone written in QBasic.,https://api.github.com/repos/fogleman/FutureBlocks,Visual Basic,2019-10-27T16:48:46Z
tetris,Game of tetris in python.,https://api.github.com/repos/gittoo/tetris,Python,2019-02-26T16:04:12Z
Tetris,Reinforcement Leanring for Tetris,https://api.github.com/repos/ReinforcementLearning/Tetris,Python,2019-05-10T11:27:24Z
tetris,Tetris (ASCII) in c++17,https://api.github.com/repos/vmcall/tetris,C++,2019-05-11T20:25:43Z
tetris-cocos2dx,,https://api.github.com/repos/nirasan/tetris-cocos2dx,Ruby,2017-04-21T00:05:07Z
StandardTetris,StandardTetris,https://api.github.com/repos/misakamm/StandardTetris,C++,2018-12-13T06:44:16Z
wear_control_tetris,Ticwear手表上通过手势控制的体感俄罗斯方块游戏,https://api.github.com/repos/ticwear/wear_control_tetris,Java,2018-01-04T09:26:28Z
Tetris,The Tetris is an implementation of the classic game for UEFI platform.,https://api.github.com/repos/swmicro/Tetris,C,2019-08-15T12:07:11Z
ctris,"A Tetris(TM)-clone for the console written in C, using the ncurses-library.",https://api.github.com/repos/dominikhackl/ctris,C,2019-02-13T15:37:03Z
nand2tetris,Implementation of a general purpose computer and OS built from first principles.,https://api.github.com/repos/davidbrenner/nand2tetris,Assembly,2018-07-02T04:25:51Z
3D-TETRIS,Code for 3D TETRIS Game,https://api.github.com/repos/msk610/3D-TETRIS,Java,2019-10-15T06:10:50Z
MM-NEAT,"Modular Multiobjective (Hyper) Neuro-Evolution of Augmenting Topologies: Java code for evolving intelligent agents in Ms. Pac-Man, Tetris, and more!",https://api.github.com/repos/schrum2/MM-NEAT,Java,2019-09-14T17:26:27Z
Tetris,Just a simple tetris on Android,https://api.github.com/repos/Andryyo/Tetris,Java,2019-01-20T13:37:51Z
tetris-ai,A Tetris AI written in JavaScript that uses a genetic algorithm,https://api.github.com/repos/Loonride/tetris-ai,JavaScript,2019-10-14T13:00:15Z
tetris-shoes,A Tetris game in Ruby Shoes,https://api.github.com/repos/jakesgordon/tetris-shoes,Ruby,2019-10-08T10:05:29Z
tetrispad,Use the Novation Launchpad to play Tetris,https://api.github.com/repos/maxwellito/tetrispad,JavaScript,2019-10-21T08:02:32Z
FullWebTetris,An awesome tetris to kill boredom,https://api.github.com/repos/bumxu/FullWebTetris,JavaScript,2019-02-15T08:34:10Z
from-nand-to-tetris,"Solutions for the book ""The Elements of Computing Systems: Building a Modern Computer from First Principles""",https://api.github.com/repos/omarrayward/from-nand-to-tetris,Assembly,2019-10-05T13:37:43Z
academy-tetris,,https://api.github.com/repos/keephopealive/academy-tetris,HTML,2019-03-26T23:33:03Z
go-tetris,A console-based tetris implementation in go.,https://api.github.com/repos/cespare/go-tetris,Go,2019-06-12T11:23:08Z
tetris,Tetris game with TDD,https://api.github.com/repos/brunops/tetris,JavaScript,2016-05-24T17:11:51Z
WHC_TetrisGame,oc版俄罗斯方块游戏,https://api.github.com/repos/netyouli/WHC_TetrisGame,Objective-C,2019-08-03T14:15:18Z
verilog-tetris,A Verilog implementation of the popular video game Tetris.,https://api.github.com/repos/rfotino/verilog-tetris,Verilog,2019-09-13T07:09:27Z
Tetris-CSharp,A game of Tetris developed quickly as a WinForms application to prove that it is possible to do so.,https://api.github.com/repos/hayfield/Tetris-CSharp,C#,2018-09-14T09:49:43Z
tty-tetris,A simple tetris game wrote in C. (without ncurses),https://api.github.com/repos/xorg62/tty-tetris,C,2019-08-13T13:50:00Z
Tetris,俄罗斯方块小游戏,https://api.github.com/repos/huzhongcaijia/Tetris,C++,2019-07-08T10:02:41Z
tetris-terminal,Tetris in terminal (Python 3),https://api.github.com/repos/shkolovy/tetris-terminal,Python,2019-09-07T18:07:22Z
Brick-Game-9999-in-1,,https://api.github.com/repos/vitalibo/Brick-Game-9999-in-1,Java,2019-10-27T00:13:15Z
tetris,,https://api.github.com/repos/mariadumont/tetris,Java,2019-10-16T17:21:12Z
Tetris,A (incomplete) terminal Tetris. Written in Haskell.,https://api.github.com/repos/f4814/Tetris,Haskell,2019-04-13T20:55:42Z
AndroidTetris,Android使用GridView实现简单的俄罗斯方块,https://api.github.com/repos/weijifen/AndroidTetris,Java,2019-10-21T09:50:55Z
tetris,,https://api.github.com/repos/TigerhawkT3/tetris,Python,2019-04-01T18:02:57Z
tetris-battle,Tetris Battle made with Python and Pygame,https://api.github.com/repos/xuyuwei/tetris-battle,Python,2019-07-10T14:37:35Z
tetris,A simple tetris made in Unity,https://api.github.com/repos/ryukinix/tetris,C#,2019-08-04T22:17:21Z
asw-tetris,"A Scalable Web Tetris, rendered with Canvas2D & WebGL with three.js, that use HTML5 to provide a simple way to explore the possibilities of current technologies (2d, 3d, music, touch, etc.)",https://api.github.com/repos/jbouny/asw-tetris,JavaScript,2019-03-24T00:03:01Z
Tetris-PebbleTime,Tetris for the Pebble Time watch.,https://api.github.com/repos/WRansohoff/Tetris-PebbleTime,C,2018-09-16T20:33:43Z
ConsoleTetris,C语言控制台彩色俄罗斯方块,https://api.github.com/repos/zq1997/ConsoleTetris,C,2019-09-04T04:25:16Z
React-Tetris,React版俄罗斯方块,https://api.github.com/repos/mmillet/React-Tetris,JavaScript,2017-10-06T08:01:58Z
gym-tetris,An OpenAI Gym interface to Tetris on the NES.,https://api.github.com/repos/Kautenja/gym-tetris,Python,2019-09-14T10:50:48Z
Tetrissing,👾  Tetris in Processing,https://api.github.com/repos/asalga/Tetrissing,JavaScript,2018-11-20T03:28:59Z
Jetris,A simple tetris clone for android.,https://api.github.com/repos/tpcstld/Jetris,Java,2017-09-01T15:55:41Z
tetris-is-no-game,Tetris is serious matter.,https://api.github.com/repos/felsenhower/tetris-is-no-game,TeX,2019-07-21T22:35:52Z
Nand2Tetris,My solutions to the computer science course NAND to Tetris,https://api.github.com/repos/timlhenderson/Nand2Tetris,Assembly,2019-08-09T12:24:21Z
Tetris_Remake,Simple template for a 3D Tetris remake,https://api.github.com/repos/tomgsx/Tetris_Remake,C#,2015-08-09T09:11:14Z
Tetris,Tetris game to playaround with SpriteKit.,https://api.github.com/repos/hanjoes/Tetris,Swift,2019-02-17T19:25:01Z
hs-nand2tetris,,https://api.github.com/repos/zachallaun/hs-nand2tetris,Python,2019-08-26T08:01:45Z
cl-tetris3d,Yet another 3D Tetris clone,https://api.github.com/repos/grouzen/cl-tetris3d,Common Lisp,2019-03-31T17:27:53Z
tetris-2player,,https://api.github.com/repos/meth-meth-method/tetris-2player,JavaScript,2019-08-17T14:28:16Z
BeaverTetris,,https://api.github.com/repos/darkwind666/BeaverTetris,C++,2019-01-18T12:26:00Z
Tetris,A game of Tetris implemented in java. Only this one comes with a brain of its own.,https://api.github.com/repos/harshpai/Tetris,Java,2018-02-10T02:28:14Z
Tetris,Clone do Jogo Tetris em AdvPL,https://api.github.com/repos/siga0984/Tetris,,2017-06-27T02:56:46Z
massivetris-nodeKo,Massive Multiplayer Tetris Game. NodeKO 2010 Entry.,https://api.github.com/repos/michalbe/massivetris-nodeKo,JavaScript,2019-08-13T14:36:02Z
tetris-demo,A Tetris example written in Rust using Piston in under 500 lines of code,https://api.github.com/repos/da-x/tetris-demo,Rust,2019-08-25T10:49:42Z
mobx-react-tetris,,https://api.github.com/repos/1984weed/mobx-react-tetris,JavaScript,2019-06-11T05:19:20Z
tetris_ai_runner,"not special , just very very fast !",https://api.github.com/repos/TetrisAI/tetris_ai_runner,C++,2019-04-25T15:46:19Z
tetris,Tetris Game. (俄罗斯方块),https://api.github.com/repos/capricorncd/tetris,TypeScript,2019-06-14T03:01:37Z
tetris,Source code from the video How to Write Tetris in C++ and SDL2,https://api.github.com/repos/mika314/tetris,C++,2019-06-26T12:00:56Z
tetris-rb,,https://api.github.com/repos/daichirata/tetris-rb,Ruby,2019-08-13T15:05:00Z
Tetris-Bot,,https://api.github.com/repos/MythicManiac/Tetris-Bot,Python,2019-01-26T14:42:52Z
tetris-464,"A stripped down Tetris clone for the C=64 (no points, no levels, no nothing, except the bare block falling, controlling and colliding mechanism), in about a KLOC of 6502 assembly.",https://api.github.com/repos/cjauvin/tetris-464,Assembly,2019-10-21T05:19:28Z
tetris,Tetris clone in JS/Canvas,https://api.github.com/repos/codingcampbell/tetris,JavaScript,2018-09-25T02:30:17Z
VGS-Tetris,Simple 2D Tetris Game in Unity,https://api.github.com/repos/Veritas83/VGS-Tetris,C#,2019-04-09T14:28:50Z
feztris,Video game experiment inspired by Fez's camera mechanic and puzzle games like Tetris.,https://api.github.com/repos/chadpaulson/feztris,C#,2019-10-06T08:17:41Z
TetroVaders,"A simple Space Invaders game combined with some Tetris mechanics, built with Vanilla JavaScript",https://api.github.com/repos/fahadhaidari/TetroVaders,JavaScript,2019-07-31T18:05:58Z
nand2tetris,Elements of Computing Systems Project,https://api.github.com/repos/kmanzana/nand2tetris,Assembly,2019-04-18T03:07:53Z
java-tetris,,https://api.github.com/repos/kpirkkal/java-tetris,Java,2019-06-08T06:23:52Z
vue-tetris,使用vue实现的俄罗斯方块游戏,https://api.github.com/repos/lewis-geek/vue-tetris,Vue,2019-06-26T10:40:12Z
tetris,,https://api.github.com/repos/nickarora/tetris,JavaScript,2019-05-15T10:05:41Z
fretris-mentoring,"Multiplayer Tetris (for mentoring purposes), built w/ React & Node.js",https://api.github.com/repos/adrianplavka/fretris-mentoring,TypeScript,2019-03-06T14:46:10Z
nand2tetris,,https://api.github.com/repos/renlijie/nand2tetris,Java,2019-10-07T12:56:51Z
WeirdTetris,Tetris with noncontiguous tetrominos,https://api.github.com/repos/BlaiseRitchie/WeirdTetris,C++,2016-11-18T22:05:34Z
Tetris,Tetris game in unity3D for Android,https://api.github.com/repos/MaciejKitowski/Tetris,C#,2018-08-09T12:32:45Z
nand2tetris,"Notes and links for our NAND2Tetris study group, for the free intro to computer science course (http://nand2tetris.org/)",https://api.github.com/repos/LearnTeachCode/nand2tetris,,2019-10-23T18:57:59Z
Tetris-Bot,bot for the tetris game at http://www.freetetris.org/,https://api.github.com/repos/fazzone/Tetris-Bot,Java,2017-07-25T23:48:42Z
ASIC-FPGA-tetris,a FPGA implementation for tetris game.,https://api.github.com/repos/tinylic/ASIC-FPGA-tetris,Verilog,2019-02-12T03:57:35Z
utetris,Custom Mootools web version of famouse Tetris game.,https://api.github.com/repos/joseluisq/utetris,JavaScript,2019-01-07T21:31:21Z
Tetris,Tetris ai  俄罗斯方块 ai ,https://api.github.com/repos/zengdexing/Tetris,HTML,2018-10-13T19:52:00Z
nand2tetris,『コンピュータシステムの理論と実装』演習問題の回答・メモ,https://api.github.com/repos/ikenox/nand2tetris,Python,2019-10-21T16:04:56Z
nand2tetris,nand2tetris problems,https://api.github.com/repos/seungjulee/nand2tetris,Assembly,2019-02-06T22:44:41Z
LEDTetrisTie,A fun necktie with a classic video game twist! http://www.billporter.info/2013/06/21/led-tetris-tie/,https://api.github.com/repos/madsci1016/LEDTetrisTie,C++,2019-08-28T12:31:33Z
myTetris-1,used cocos2d-x 在t_childBlockArray删除的时候可能存在bug未测试,https://api.github.com/repos/backjy/myTetris-1,C++,2018-12-29T03:43:32Z
tetris,a tetris clone written in python,https://api.github.com/repos/kgleason/tetris,Python,2017-04-11T21:11:12Z
PixiTetris,A simple Tetris game with Pixi.js,https://api.github.com/repos/BenjaminBini/PixiTetris,CSS,2019-07-17T13:39:34Z
tetris-phaser,A phaser based version of Tetris,https://api.github.com/repos/thrabchak/tetris-phaser,JavaScript,2019-04-29T21:40:14Z
TddTetris,Tetris voor het Technisch Testen-traject,https://api.github.com/repos/RogaDanar/TddTetris,C#,2016-05-24T11:23:53Z
TetrisView,A beautiful UI gem that displays view composites in a box/tetris shape adding some magic with a tasteful curve all around,https://api.github.com/repos/54LiNKeR/TetrisView,Java,2019-10-16T16:29:34Z
tetris-impact,A Tetris game that uses the Impact.js game engine written in JavaScript,https://api.github.com/repos/cmaas/tetris-impact,JavaScript,2019-06-12T09:20:34Z
Tetris,俄罗斯方块游戏，利用electron方式来写node.js桌面程序，提供一个非传统方法（大数组记录“棋局”）来进行“棋局”控制，最终目的是想做一个聪明的机器人，它玩俄罗斯方块能比我强，呵呵！,https://api.github.com/repos/zhoutk/Tetris,JavaScript,2019-10-19T05:12:33Z
Tetris-Player,Plays Tetris,https://api.github.com/repos/CS3243-AY1718S2-13/Tetris-Player,Java,2018-04-19T05:23:32Z
red_tetris_boilerplate,,https://api.github.com/repos/redpelicans/red_tetris_boilerplate,JavaScript,2019-04-26T15:34:23Z
Tetris,[Android & Java] Tetris block game,https://api.github.com/repos/DonggeunJung/Tetris,Java,2019-05-02T07:46:19Z
crack-attack,Crack Attack! is a fast-paced puzzle game inspired by the classic Super NES title Tetris Attack!,https://api.github.com/repos/gnu-lorien/crack-attack,C++,2019-08-13T13:21:40Z
tetrefis,Tetris as an EFI application,https://api.github.com/repos/tsani/tetrefis,C,2019-08-14T04:28:36Z
tetris-js,Tetris by Javascript,https://api.github.com/repos/mootoh/tetris-js,JavaScript,2015-01-12T06:52:25Z
M5Stack-Tetris,Tetris for M5Stack,https://api.github.com/repos/PartsandCircuits/M5Stack-Tetris,C,2019-06-11T14:51:43Z
Amazing-Tetris,Android Tetris game made as final project for the Udacity's Android course,https://api.github.com/repos/scipianus/Amazing-Tetris,Java,2019-03-27T11:55:59Z
Tetris.jl,"you know, for kids? 👾",https://api.github.com/repos/djsegal/Tetris.jl,Julia,2019-04-03T10:46:09Z
tetris,tetris俄罗斯方块C语言,https://api.github.com/repos/ArvinZhangX/tetris,C,2019-10-02T06:49:03Z
TPJ-Tetris,,https://api.github.com/repos/ambs/TPJ-Tetris,C#,2015-06-26T13:13:58Z
cljs-tetris,A Tetris clone written in ClojureScript + core.async,https://api.github.com/repos/jarohen/cljs-tetris,Clojure,2015-07-20T20:15:00Z
toohardforyou,"2H4U, which stands for Too Hard For You, is a mix between a Tetris-like game and a wall breaker.",https://api.github.com/repos/pyricau/toohardforyou,Java,2019-10-27T16:58:07Z
machine-learning-tetris,,https://api.github.com/repos/scuriosity/machine-learning-tetris,Python,2019-09-29T00:48:37Z
TeDiGe-2,An online Tetris Diagram Generator. Rewrite from Tetris-Diagram-Generator,https://api.github.com/repos/PetitPrince/TeDiGe-2,JavaScript,2018-12-06T07:04:55Z
sdl_tetris,A tetris implementation using SDL,https://api.github.com/repos/jarodl/sdl_tetris,C++,2018-12-09T13:07:55Z
Tetris,HTML 5 canvas game ,https://api.github.com/repos/ambar/Tetris,JavaScript,2018-06-18T07:31:51Z
tetris-game,:video_game: Tetris game in Java Swing,https://api.github.com/repos/prachi1210/tetris-game,Java,2019-01-19T23:40:52Z
SelfSizingWaterfallCollectionViewLayout,☠️ SelfSizingWaterfallCollectionViewLayout is a UICollectionViewLayout subclass that organizes items of dynamic height into a grid of variable columns (as if you're winning at Tetris upside-down). Designed for use alongside AutoLayout and iOS8 self-sizing cell technologies.,https://api.github.com/repos/adamwaite/SelfSizingWaterfallCollectionViewLayout,Objective-C,2019-03-28T15:27:46Z
tetris-redux-app,Tetris built with React and Redux,https://api.github.com/repos/soggybag/tetris-redux-app,JavaScript,2019-10-08T17:08:18Z
HTML5-Tetris,tetris made using the html5 canvas,https://api.github.com/repos/roopunk/HTML5-Tetris,HTML,2017-05-23T13:43:44Z
nand2tetris,Nand2Tetris course solutions,https://api.github.com/repos/sake92/nand2tetris,Scala,2019-10-15T17:11:49Z
love-tetris,Tetris made with LÖVE 2D,https://api.github.com/repos/MrSmith33/love-tetris,Lua,2019-09-06T00:44:10Z
reactris,A simple tetris implementation as a React component,https://api.github.com/repos/jmorrell/reactris,JavaScript,2018-05-12T21:30:46Z
blessed-tetris,quick and dirty telnet tetris clone,https://api.github.com/repos/kirjavascript/blessed-tetris,JavaScript,2019-09-22T22:45:59Z
terminal-tetris,"tetris written in C for linux terminal, featuring top notch ASCII graphics based on the original tetris game",https://api.github.com/repos/anthepro/terminal-tetris,C,2019-09-29T14:15:05Z
tetris-attack-js,An open-source implementation of the old SNES game Tetris Attack (Panel de Pon). ,https://api.github.com/repos/tzwaan/tetris-attack-js,JavaScript,2019-01-31T03:24:39Z
Tetris,用纯C++在控制台写的俄罗斯方块,https://api.github.com/repos/Guozhi-explore/Tetris,C++,2019-08-27T08:48:21Z
tetris-html5,Tetris implemented in HTML5,https://api.github.com/repos/clee704/tetris-html5,JavaScript,2019-04-19T08:58:31Z
tetris,一个Java语言写的俄罗斯方块小游戏。因为作者刚接触Java，正在摸索着学习，代码并非原创，而是跟着别人学习。,https://api.github.com/repos/hurley25/tetris,Java,2018-08-31T02:25:04Z
tetris-mobx,A React / MobX implementation of the Tetris game.,https://api.github.com/repos/cyan33/tetris-mobx,JavaScript,2018-09-22T04:20:50Z
project_cli_tetris,rack 'em and stack 'em!,https://api.github.com/repos/vikingeducation/project_cli_tetris,,2016-01-02T20:44:40Z
Tetris,Tetris - in Assembly Language,https://api.github.com/repos/hyuko21/Tetris,Assembly,2019-01-26T20:04:18Z
Tetris-Titanium,An SVG/javascript implementation of tetris running on Titanium,https://api.github.com/repos/rvanmelle/Tetris-Titanium,JavaScript,2019-05-08T14:34:41Z
Tetris,,https://api.github.com/repos/antakij1/Tetris,Python,2018-11-09T22:06:57Z
Tetriz,Unity 2D Tetris Game,https://api.github.com/repos/thejpgarcia/Tetriz,C#,2015-09-17T15:17:03Z
Reverse-Engineering-the-GameBoy-Tetris,This is my personal attempt on reverse engineering the Tetris gameboy.,https://api.github.com/repos/h3nnn4n/Reverse-Engineering-the-GameBoy-Tetris,Shell,2019-10-26T21:44:49Z
fourblock,tetris,https://api.github.com/repos/youngnh/fourblock,JavaScript,2019-08-13T13:40:48Z
TypeScript-Vue-Tetris,TypeScript-Vue-Tetris,https://api.github.com/repos/pione30/TypeScript-Vue-Tetris,TypeScript,2019-07-12T12:02:24Z
nand2tetris,,https://api.github.com/repos/AaronRandall/nand2tetris,Assembly,2019-09-04T15:49:42Z
TetrisJS,This is the classic game of Tetris written in pure HTML,https://api.github.com/repos/nbarkhina/TetrisJS,TypeScript,2019-10-25T02:45:03Z
tetris,俄罗斯方块,https://api.github.com/repos/flfwzgl/tetris,JavaScript,2019-05-17T13:25:02Z
go-tetris,A simple Tetris game written in Go/OpenGL,https://api.github.com/repos/medvednikov/go-tetris,Go,2019-10-21T00:18:33Z
Artris-iOS-app,IOS app repository for multiplayer tetris ar game created at hack the north 2017,https://api.github.com/repos/Artris/Artris-iOS-app,Swift,2019-01-03T02:10:53Z
Hi-Way,Our game about cars and tetris^_^,https://api.github.com/repos/marifox/Hi-Way,C++,2015-06-21T21:15:42Z
react-game-tetris,"The interpretation of the classic game ""Tetris"" in React+Redux",https://api.github.com/repos/avin/react-game-tetris,JavaScript,2019-07-17T18:09:20Z
jsTetrisGameJs,Tetris clone with HTML5 canvas / javascript - i really like Tetris :-),https://api.github.com/repos/DaRaFF/jsTetrisGameJs,JavaScript,2019-02-18T05:56:00Z
otetris,OCaml Tetris,https://api.github.com/repos/vzaliva/otetris,OCaml,2019-05-08T16:23:45Z
xultris,Xultris is a variant of the computer game classic Tetris. ,https://api.github.com/repos/mackers/xultris,JavaScript,2018-11-13T20:30:23Z
TetrisSpaceX,,https://api.github.com/repos/bitluni/TetrisSpaceX,Objective-C,2019-04-06T12:37:47Z
code_tetris,Write JavaScript code by playing Tetris: Game Interaction Experiment,https://api.github.com/repos/jpospychala/code_tetris,JavaScript,2017-09-05T21:01:53Z
bottomless-block-barrage,Panel de Pon (Tetris Attack) clone for the 3ds.,https://api.github.com/repos/TricksterGuy/bottomless-block-barrage,C++,2019-01-11T11:59:34Z
tetris,"Here is my tetris game implementation, hosted at htmltetris.com",https://api.github.com/repos/unphased/tetris,JavaScript,2019-03-14T13:40:33Z
tetris-servers,,https://api.github.com/repos/tdd-elevator-training/tetris-servers,C++,2018-03-06T21:30:14Z
tetrs,"Tetris, written in Rust.",https://api.github.com/repos/simon-whitehead/tetrs,Rust,2019-08-12T20:48:00Z
Polytech.cs.2017.SpringProject,tetris,https://api.github.com/repos/alievilya/Polytech.cs.2017.SpringProject,C,2017-05-03T10:03:22Z
lovetris,Tetris styled game made in Love2D,https://api.github.com/repos/TeamCerealCode/lovetris,Lua,2018-11-02T17:12:21Z
Tetris,make tetris by C Language,https://api.github.com/repos/curaai00/Tetris,C,2017-03-29T04:20:04Z
tetrisics3u4u1617,Class created Tetris style game.,https://api.github.com/repos/IanMcT/tetrisics3u4u1617,Python,2016-12-01T13:30:26Z
Swiftiris,Tetris clone made in Swift,https://api.github.com/repos/xasos/Swiftiris,Swift,2017-03-10T16:00:35Z
Falling-Blocks,"A tetris style game, cos everybody makes one :) Made with Ruby and Gosu",https://api.github.com/repos/PhilCK/Falling-Blocks,Ruby,2015-05-19T20:19:50Z
JStet,a tetris clone in canvas and javascript,https://api.github.com/repos/kiba/JStet,JavaScript,2013-11-27T04:13:09Z
nand-2-tetris,nand to tetris project,https://api.github.com/repos/akmcc/nand-2-tetris,Scilab,2017-12-07T23:43:41Z
Tetris-OO,Tetris AdvPL Orientado a Objeto,https://api.github.com/repos/siga0984/Tetris-OO,,2017-06-27T02:57:17Z
tetris-on-terminal,"Tetris game, CLI interface",https://api.github.com/repos/cdkrot/tetris-on-terminal,C++,2019-04-30T07:57:29Z
JS-Tetris,SImple Tetris game with JavaScript,https://api.github.com/repos/davitpoghosyan87/JS-Tetris,HTML,2018-02-04T09:33:25Z
TetrisForDesktopWithJava,tetris for desktop (OS : windows / IDE : Eclipse for Java Developers Luna version),https://api.github.com/repos/kkikkodev/TetrisForDesktopWithJava,Java,2017-01-01T15:52:28Z
tetrisfox,The famous game Tetris for FirefoxOS (HTML5 Game),https://api.github.com/repos/robertopc/tetrisfox,JavaScript,2018-06-28T15:39:03Z
Monaris,A simple tetris clone,https://api.github.com/repos/fumieval/Monaris,Haskell,2019-10-10T12:23:34Z
Tetris,俄罗斯方块🇷🇺,https://api.github.com/repos/RoseOu/Tetris,Python,2019-09-03T10:04:19Z
Tetris,,https://api.github.com/repos/deviant-studio/Tetris,Kotlin,2019-06-10T13:18:54Z
nand2tetris,Nand2tetris course,https://api.github.com/repos/guptaanmol184/nand2tetris,Assembly,2019-10-26T19:57:27Z
rm-tetris,A RubyMotion Tetris Clone,https://api.github.com/repos/integrallis/rm-tetris,Ruby,2014-11-12T08:23:18Z
Tetris3D,Tetris3D as a school project.,https://api.github.com/repos/Ciechan/Tetris3D,Java,2017-06-01T11:27:14Z
tetris-game,"Tetris is a tile-matching puzzle game for Firefox, Chrome, Opera, and Android",https://api.github.com/repos/schomery/tetris-game,JavaScript,2019-04-03T17:57:31Z
tetris,ascii-art console tetris in C language,https://api.github.com/repos/ncarrier/tetris,C,2019-03-29T08:09:34Z
termtris,Tetris for ANSI/VT220-compatible terminals,https://api.github.com/repos/jtsiomb/termtris,C,2019-10-06T10:52:01Z
tetrisqueen,A Tetris clon with Queen music,https://api.github.com/repos/dacap/tetrisqueen,C,2019-03-23T02:52:45Z
Tetris-Assembly-8086,The traditional tetris game implemented using x86 assembly language,https://api.github.com/repos/1405043-kd/Tetris-Assembly-8086,Assembly,2019-05-29T20:42:52Z
tetrysics,"A small 3d, physics based Tetris-clone. Built in Unity3D.",https://api.github.com/repos/tpritc/tetrysics,C#,2016-01-28T22:57:44Z
Tetris,,https://api.github.com/repos/agelessman/Tetris,Swift,2019-06-17T08:48:34Z
tetris-term,Classic Tetris for your terminal.,https://api.github.com/repos/Gjum/tetris-term,C,2018-11-30T05:54:28Z
TetrisClone,Canvas HTML5 Javascript Clone of Tetris - Currently In Progress,https://api.github.com/repos/sfrisk/TetrisClone,JavaScript,2016-06-14T18:14:42Z
tetris-multiplayer,a simgle/multiplayer tetris game that runs on your terminal (Mac/Linux),https://api.github.com/repos/xzys/tetris-multiplayer,Python,2019-06-14T09:52:45Z
